name,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,label
fuzz_4665,33,1,19,5,2,106,4,12,15,8,11,10,12,21,13,4,12,8,4,2,9,3,14,3,3,7,5,4,9,6,6,3,89,77,46,30,16,1,10,0,4,4,56,52,100,116,7,26,142,28,5,76,33,0
fuzz_7237_bug,199,15,128,1,17,196,13,18,40,19,15,20,21,38,12,11,42,8,13,8,9,9,44,11,16,9,7,10,9,14,8,11,215,200,255,143,112,15,30,0,0,0,145,179,383,205,0,0,211,5,1,6,199,1
fuzz_4749,24,0,9,1,1,22,1,3,5,2,3,1,2,3,2,0,8,2,0,1,2,0,10,4,1,2,1,2,3,0,0,0,39,29,31,23,8,0,7,0,0,0,14,14,41,36,1,0,42,6,1,11,24,0
fuzz_7969_bug,676,55,449,8,34,686,55,58,163,61,53,47,62,122,65,23,180,24,47,38,22,35,177,51,29,32,39,32,37,54,31,35,680,739,969,549,420,55,146,112,7,7,416,612,1268,797,9,44,838,42,8,112,676,1
fuzz_7299_bug,489,73,312,11,26,736,64,68,160,68,60,64,60,139,53,28,97,37,42,47,41,27,90,42,31,30,35,33,33,60,32,55,594,628,677,396,281,73,61,0,11,11,331,511,1152,713,14,72,770,60,11,210,489,1
fuzz_5108,252,67,345,6,12,309,27,20,72,25,30,30,30,48,27,15,19,17,16,17,16,13,25,9,16,17,18,10,12,36,8,15,313,328,398,69,329,67,5,305,6,6,168,282,597,370,4,38,404,32,6,114,252,0
fuzz_1284.v,0,0,0,1,0,12,0,0,6,2,0,0,1,2,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,2,1,0,8,5,0,0,0,0,0,0,0,0,2,2,5,11,1,0,16,5,1,10,0,0
fuzz_4132,292,8,152,6,15,307,32,29,69,34,24,21,25,46,27,19,96,16,17,14,14,11,96,16,13,10,11,19,10,35,13,19,284,378,385,246,139,8,79,0,9,9,193,284,573,431,8,63,465,36,6,131,292,0
fuzz_6393,58,15,72,1,2,76,7,6,21,5,8,6,1,18,4,6,7,4,3,4,3,1,7,1,3,0,9,5,3,8,6,3,84,74,92,23,69,15,2,73,0,0,46,53,150,82,2,0,87,6,1,22,58,0
fuzz_1077.v,5,0,6,3,2,15,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,8,30,5,0,5,0,0,0,3,3,12,13,18,48,0,18,66,15,3,43,5,0
fuzz_4658,435,7,221,7,19,397,35,27,92,35,30,34,37,68,39,14,135,20,18,22,29,18,138,23,22,13,23,16,13,49,17,20,432,521,571,372,199,7,119,0,7,7,266,374,773,575,10,45,609,37,7,130,435,0
fuzz_4133,358,12,187,7,18,414,34,27,87,40,37,42,37,69,41,21,109,18,17,14,13,18,117,22,15,23,14,30,16,34,17,18,385,443,468,296,172,12,93,0,6,6,217,314,630,496,9,39,532,38,7,129,358,0
fuzz_2386.v,8,2,15,4,2,36,9,3,6,5,2,3,1,6,1,4,2,2,1,2,4,1,1,1,1,1,0,2,0,1,2,1,34,36,14,0,14,2,0,0,8,8,27,19,53,65,1,48,88,20,4,56,8,0
fuzz_540.v,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,1,3,3,10,0,0,16,5,1,10,0,0
fuzz_6383,340,85,440,8,16,449,34,34,102,37,39,29,49,81,44,18,31,13,20,16,24,22,38,34,22,23,16,20,25,39,13,26,446,439,527,109,418,85,14,411,7,7,298,397,791,502,11,47,544,45,8,151,340,0
fuzz_6301,376,89,467,8,20,497,46,41,103,48,47,48,40,77,47,30,35,17,25,28,19,34,45,27,15,21,24,21,33,47,29,29,436,473,591,139,452,89,21,396,7,7,323,377,829,528,6,44,572,42,8,146,376,0
fuzz_7098,121,27,154,3,6,144,9,15,32,14,12,12,13,23,14,6,13,6,4,8,10,7,14,2,10,6,7,6,12,9,8,4,127,158,188,44,144,27,9,125,2,2,93,126,250,176,1,12,193,15,3,54,121,0
fuzz_4458,379,8,193,6,16,362,39,29,68,26,36,35,32,64,33,17,120,14,24,19,13,17,120,15,19,14,20,14,19,42,13,16,350,455,500,326,174,8,108,0,8,8,215,306,673,502,6,54,535,33,6,117,379,0
fuzz_188.v,11,1,14,4,5,44,2,1,10,6,5,3,4,7,6,2,3,1,1,1,2,0,2,0,2,2,1,2,1,10,3,2,42,46,12,0,12,1,0,0,6,6,25,26,55,74,2,36,96,20,4,61,11,0
fuzz_6481,95,25,121,3,3,128,9,13,27,14,9,18,8,20,10,9,11,8,13,12,8,8,13,5,6,4,9,2,8,12,8,4,153,122,152,37,115,25,4,144,2,2,83,119,246,145,3,14,163,18,3,47,95,0
fuzz_2136.v,3,0,3,1,1,4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,3,0,3,0,0,0,0,0,3,5,3,12,0,0,18,5,1,9,3,0
fuzz_5447,112,24,140,3,7,153,15,8,30,13,15,22,13,29,8,15,19,8,7,7,8,8,9,6,4,7,5,4,9,15,5,8,134,153,182,46,136,24,6,130,2,2,84,129,245,176,3,14,194,18,3,61,112,0
fuzz_3173.v,3,0,3,1,1,10,0,1,2,1,1,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,10,12,3,0,3,0,0,0,0,0,4,8,11,18,1,0,23,5,1,14,3,0
fuzz_5317,218,67,308,6,11,298,34,24,74,30,25,18,25,47,21,13,24,14,18,11,13,15,22,15,22,21,10,10,10,36,16,13,314,286,358,72,286,67,10,286,6,6,171,297,575,330,4,40,366,34,6,108,218,0
fuzz_5062,38,9,52,1,3,47,3,3,11,2,4,3,9,8,4,4,3,3,4,1,5,0,3,2,1,2,1,1,2,3,3,0,35,44,65,14,51,9,2,30,0,0,21,41,80,51,2,0,55,5,1,11,38,0
fuzz_4981,300,74,409,8,15,393,25,42,101,26,34,26,31,66,42,20,39,15,22,21,25,18,36,20,21,22,23,17,21,42,23,7,380,379,484,96,388,74,15,351,8,8,224,354,732,441,11,51,481,43,8,130,300,0
fuzz_4437,105,2,53,7,5,149,18,14,26,16,15,7,13,29,11,6,38,6,6,3,5,4,42,8,1,8,7,3,13,17,9,12,126,187,142,90,52,2,31,0,6,6,92,131,261,233,3,37,274,37,7,125,105,0
fuzz_1839.v,5,2,9,1,1,6,1,0,2,0,0,0,1,2,0,1,0,1,1,0,1,0,0,0,1,0,0,0,2,0,1,1,5,13,8,0,8,2,0,0,0,0,4,12,13,18,0,0,24,5,1,13,5,0
fuzz_213.v,0,0,0,1,0,6,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,1,2,3,12,0,0,18,5,1,12,0,0
fuzz_5638,266,59,315,7,18,309,24,35,68,17,31,27,21,52,34,12,34,11,13,16,10,19,23,15,18,9,13,9,15,31,9,17,287,372,381,84,297,59,9,296,6,6,184,281,570,422,5,39,463,39,7,151,266,0
fuzz_3316,57,3,34,1,3,94,7,7,19,15,9,5,5,19,8,6,14,5,1,6,3,5,16,3,2,5,5,4,3,6,6,4,98,69,77,45,32,3,12,0,0,0,62,65,138,76,2,0,80,5,1,17,57,0
fuzz_1483.v,10,0,13,3,5,28,2,2,8,2,2,3,0,8,1,3,1,3,1,1,0,1,2,2,3,2,0,2,1,2,0,1,17,34,10,0,10,0,0,0,3,3,14,18,30,54,2,18,70,15,3,42,10,0
fuzz_340.v,6,2,9,3,2,18,3,2,2,3,0,1,1,3,3,0,0,1,2,1,0,2,0,1,1,1,0,0,0,1,0,1,15,31,8,0,8,2,0,0,4,4,16,18,42,50,0,24,68,15,3,44,6,0
fuzz_6956,350,80,431,7,17,429,35,37,95,35,36,40,37,77,37,23,43,20,15,22,13,16,46,24,13,21,25,28,26,42,23,23,379,446,545,127,418,80,21,422,8,8,250,363,844,497,4,52,539,39,7,143,350,0
fuzz_4915,183,46,246,5,8,209,12,19,53,16,26,16,14,44,9,18,21,9,12,7,14,9,20,6,9,11,8,13,8,18,13,10,204,231,298,61,237,46,9,195,4,4,125,225,422,263,1,25,294,27,5,79,183,0
fuzz_2173.v,24,8,44,4,8,46,3,7,6,2,4,6,4,11,3,3,3,0,4,1,1,1,2,2,5,1,2,4,1,3,4,1,55,51,39,0,39,8,0,0,3,3,34,36,73,77,3,18,98,20,4,50,24,0
fuzz_615.v,27,10,49,4,8,37,6,4,8,3,1,3,3,6,3,3,4,2,4,3,1,1,2,1,8,1,3,0,1,5,0,3,33,55,41,0,41,10,0,0,3,3,36,42,61,80,2,18,102,20,4,51,27,0
fuzz_3663,43,1,27,1,1,69,8,9,10,9,7,3,4,9,10,2,14,3,4,5,2,6,17,6,1,0,2,6,1,5,2,2,65,53,58,32,26,1,11,0,0,0,39,45,108,61,2,0,66,6,1,16,43,0
fuzz_6596,36,10,58,2,3,49,5,4,7,1,7,5,5,5,10,1,6,3,2,3,6,2,4,2,2,1,1,2,3,1,1,1,31,48,66,10,56,10,3,37,1,1,29,34,76,64,3,7,75,12,2,25,36,0
fuzz_7014,24,5,25,1,2,44,4,3,10,3,5,2,6,9,2,1,3,5,0,0,1,1,2,3,0,5,2,2,1,5,0,2,38,37,33,8,25,5,2,26,0,0,18,24,57,44,1,0,50,6,1,19,24,0
fuzz_5886,305,85,439,5,15,439,44,25,100,38,47,31,27,76,51,31,33,24,15,17,22,27,28,24,17,22,22,20,22,38,15,20,429,355,512,90,422,84,10,375,4,4,236,402,741,388,3,25,416,26,5,80,305,0
fuzz_7404_bug,7,0,6,1,3,6,0,0,1,1,1,1,0,1,1,0,2,2,0,5,0,0,2,0,3,0,2,1,0,0,0,0,16,14,8,5,3,0,1,0,0,0,12,9,30,19,0,0,25,5,1,12,7,1
fuzz_1054.v,7,3,13,2,2,10,1,0,2,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,7,19,13,0,13,3,0,0,1,1,10,18,19,30,0,6,42,10,2,23,7,0
fuzz_7230_bug,945,74,577,5,65,929,95,86,213,75,77,75,82,151,75,40,197,31,43,38,38,38,199,51,40,48,53,47,36,86,40,43,832,967,1213,676,537,74,151,0,4,4,507,857,1701,1000,2,26,1030,27,5,53,945,1
fuzz_1129.v,22,8,34,3,5,40,6,0,6,5,4,4,2,9,4,1,1,0,0,3,0,1,1,1,0,0,0,1,2,1,0,5,23,41,34,0,34,8,0,0,4,4,22,31,63,61,1,24,78,15,3,38,22,0
fuzz_7176,149,35,180,7,9,248,26,25,54,21,28,18,19,38,19,6,14,16,5,11,13,17,18,10,9,14,12,15,15,24,10,5,216,228,221,50,171,35,8,188,8,8,138,212,418,280,6,52,319,38,7,125,149,0
fuzz_1371.v,8,4,14,4,3,31,2,2,7,4,5,1,2,5,3,0,2,1,0,2,2,1,4,2,1,1,3,2,0,3,1,6,31,33,13,0,13,4,0,0,3,3,27,28,44,60,4,18,80,20,4,48,8,0
fuzz_6787,237,60,344,9,18,341,31,26,78,32,30,36,20,54,34,12,27,19,18,18,24,12,26,20,18,12,22,18,14,29,14,22,330,361,396,70,326,60,13,309,11,11,190,309,584,431,9,71,481,50,9,185,237,0
fuzz_374.v,6,0,7,3,3,37,3,4,5,5,6,4,3,4,3,2,3,0,3,3,1,2,1,4,1,1,2,0,2,2,2,4,41,39,6,0,6,0,0,0,4,4,24,26,55,61,3,24,76,15,3,52,6,0
fuzz_5843,66,19,91,1,2,89,11,12,16,12,7,6,9,9,7,4,7,5,3,1,3,4,10,4,6,7,3,5,7,10,6,4,75,76,111,26,85,19,2,58,0,0,53,101,157,84,2,0,89,6,1,16,66,0
fuzz_6159,300,89,443,7,16,427,38,41,93,34,37,31,30,79,44,20,35,22,11,22,13,24,31,18,22,14,17,8,26,42,16,14,442,364,523,102,421,89,10,393,8,8,268,372,765,414,5,52,453,37,7,109,300,0
fuzz_7765_bug,632,49,416,5,39,653,60,77,124,46,58,64,58,108,58,31,177,43,41,25,34,27,178,34,31,31,25,28,30,50,23,31,622,685,919,534,385,49,145,101,8,8,392,603,1165,726,5,53,754,28,5,89,632,1
fuzz_7004,603,152,805,9,27,770,72,67,152,66,61,61,90,129,72,37,63,31,31,46,31,40,83,36,49,38,38,33,37,66,31,27,731,693,965,209,756,152,34,659,9,9,481,613,1298,762,12,56,807,48,9,147,603,0
fuzz_6374,25,4,26,1,3,37,3,2,9,2,1,3,1,13,3,2,1,1,0,1,0,1,3,3,3,2,3,1,2,4,2,2,25,36,32,9,23,4,1,28,0,0,19,19,54,43,1,0,49,6,1,17,25,0
fuzz_6335,110,28,146,5,7,149,13,10,36,9,12,11,16,27,15,10,15,4,8,7,6,9,12,6,7,2,5,2,10,11,5,13,128,171,173,34,139,28,5,134,4,4,90,144,244,205,3,26,234,27,5,92,110,0
fuzz_916.v,2,0,2,1,1,8,0,0,3,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6,7,2,0,2,0,0,0,0,0,3,7,8,13,1,0,18,5,1,10,2,0
fuzz_7211_bug,175,4,90,6,8,267,18,20,63,23,31,22,19,55,16,14,62,15,13,10,12,13,58,9,10,18,7,14,15,28,11,12,238,250,224,144,80,4,43,0,7,7,135,196,417,297,6,46,331,34,6,116,175,1
fuzz_1068.v,2,0,2,1,1,10,0,1,1,1,2,2,1,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,7,6,2,0,2,0,0,0,0,0,2,0,6,12,1,0,17,5,1,9,2,0
fuzz_6405,250,57,308,5,9,307,33,35,59,28,27,17,25,49,34,14,32,12,16,18,23,8,37,12,17,21,14,14,11,28,19,17,332,305,381,90,291,57,12,267,4,4,186,262,558,340,4,26,368,27,5,86,250,0
fuzz_247.v,8,4,16,4,2,44,2,8,11,3,2,2,7,7,2,0,1,1,4,1,1,0,4,0,1,2,3,1,1,8,4,4,34,43,15,0,15,4,0,0,7,7,30,25,58,73,3,42,94,20,4,62,8,0
fuzz_4430,325,7,173,6,12,342,29,29,73,25,34,25,37,60,30,12,105,17,24,12,19,19,97,21,17,17,24,21,13,37,18,15,324,391,423,267,156,7,85,0,7,7,189,272,579,440,9,46,470,33,6,106,325,0
fuzz_4641,259,6,129,8,13,256,23,18,52,18,25,24,22,50,24,16,83,16,18,11,13,19,78,14,16,13,10,13,13,26,11,20,253,345,338,225,113,6,69,0,12,12,162,246,454,410,10,76,451,43,8,141,259,0
fuzz_2776.v,1,0,3,3,1,22,3,2,5,1,6,2,1,2,0,0,1,4,0,1,2,0,3,1,2,0,0,1,1,2,1,2,20,22,1,0,1,0,0,0,2,2,10,14,23,41,2,12,57,15,3,38,1,0
fuzz_5658,348,79,436,7,20,469,41,42,88,50,40,41,46,82,39,19,46,30,16,30,29,22,48,26,24,15,20,13,19,43,13,28,465,439,543,131,412,79,20,374,6,6,302,366,730,494,12,37,526,37,7,134,348,0
fuzz_1652.v,13,3,19,3,6,21,2,3,4,2,4,1,0,5,0,1,3,0,1,1,0,1,0,0,2,1,1,0,2,1,1,1,27,35,17,0,17,3,0,0,2,2,20,26,55,53,1,12,70,15,3,39,13,0
fuzz_940.v,34,12,59,4,6,70,8,5,15,10,6,3,8,12,3,2,4,4,6,4,3,8,4,5,2,2,5,5,0,5,3,5,65,72,57,0,57,12,0,0,3,3,45,60,122,97,2,18,119,20,4,61,34,0
fuzz_2011.v,7,1,9,3,3,27,3,2,6,2,4,4,1,3,2,2,1,2,1,0,2,1,1,0,1,2,2,1,2,4,1,2,18,35,8,0,8,1,0,0,3,3,16,20,42,54,1,18,71,15,3,46,7,0
fuzz_3311,351,12,199,7,17,360,39,25,79,28,33,27,26,68,35,19,111,12,16,23,29,16,102,14,23,14,17,19,14,24,18,15,321,411,460,284,176,12,89,0,6,6,219,284,596,463,9,38,498,37,7,103,351,0
fuzz_6625,142,32,186,8,14,199,17,23,42,14,20,13,19,32,19,8,20,12,11,12,12,13,23,17,9,11,10,22,10,26,14,12,232,236,225,48,177,32,7,193,7,7,148,197,353,294,6,46,341,45,8,146,142,0
fuzz_2977.v,7,3,12,1,3,12,2,1,3,3,1,2,0,0,0,1,0,0,1,0,1,0,0,1,1,2,0,1,0,0,0,0,13,18,11,0,11,3,0,0,0,0,6,17,20,24,1,0,29,5,1,16,7,0
fuzz_7013,259,60,333,8,16,361,29,33,83,28,23,27,29,77,32,21,37,14,11,17,15,23,26,15,16,10,21,24,10,32,12,20,319,361,413,96,317,60,14,306,7,7,211,297,644,418,6,45,464,44,8,153,259,0
fuzz_725.v,8,0,8,4,3,28,1,1,8,3,1,2,4,5,3,0,1,1,0,1,4,1,0,2,0,1,3,2,1,4,1,2,24,40,8,0,8,0,0,0,6,6,26,18,42,67,1,36,90,20,4,58,8,0
fuzz_2249.v,3,0,5,3,2,19,2,3,3,1,3,2,2,2,1,0,0,1,1,0,1,1,2,2,2,0,0,2,1,0,1,0,20,31,3,0,3,0,0,0,2,2,16,15,17,50,2,12,66,15,3,45,3,0
fuzz_2566.v,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,5,0,0,0,0,0,0,0,0,3,5,3,10,0,0,16,5,1,10,0,0
fuzz_859.v,16,3,24,3,5,40,2,2,9,3,3,2,6,9,4,5,2,1,3,2,0,0,0,1,3,3,1,1,2,2,1,4,33,41,21,0,21,3,0,0,2,2,24,20,59,59,1,12,76,15,3,42,16,0
fuzz_2765.v,12,5,24,3,4,27,6,3,3,2,2,3,2,5,1,2,0,3,2,0,0,0,3,0,2,3,2,1,0,2,3,1,36,35,22,0,22,5,0,0,3,3,33,22,47,55,2,18,71,15,3,41,12,0
fuzz_2252.v,12,4,24,2,3,25,1,1,6,2,1,4,4,4,2,0,1,1,2,0,2,1,1,0,3,0,2,2,2,3,1,1,20,27,21,0,21,4,0,0,1,1,12,19,37,38,0,6,50,10,2,26,12,0
fuzz_3344,305,10,157,6,15,337,29,23,81,29,21,32,21,63,38,18,93,21,15,14,15,24,94,19,16,20,22,14,29,31,22,15,276,392,391,250,141,10,79,0,8,8,210,256,559,442,7,55,476,35,6,130,305,0
fuzz_4567,314,8,157,6,19,299,20,28,77,23,18,19,27,64,23,11,93,15,13,19,13,20,96,15,19,16,22,21,14,31,10,8,275,402,406,268,138,8,81,0,7,7,197,293,525,448,5,47,483,34,6,129,314,0
fuzz_4595,0,0,1,2,0,29,1,1,10,1,4,3,3,6,0,1,2,4,2,1,1,0,1,2,1,0,4,2,2,1,2,0,21,17,0,0,0,0,0,0,1,1,16,13,28,33,4,7,42,11,2,29,0,0
fuzz_3980,344,9,183,8,12,427,26,47,99,41,38,27,36,84,29,16,103,23,19,19,12,26,107,17,16,21,26,15,23,37,15,20,383,445,446,279,167,9,88,0,11,11,233,326,578,510,9,73,554,45,8,157,344,0
fuzz_5323,50,14,60,4,5,85,7,8,18,8,11,5,10,9,9,4,9,7,11,3,3,4,7,4,5,3,5,4,2,5,7,5,85,94,76,21,55,14,5,60,3,3,62,64,122,126,7,20,145,22,4,69,50,0
fuzz_5648,320,78,385,6,14,412,32,34,86,39,45,31,33,76,36,20,32,26,18,20,25,23,34,26,19,33,24,20,22,45,17,17,369,403,489,123,366,78,17,355,7,7,249,374,766,451,7,46,484,34,6,124,320,0
fuzz_7155,98,22,133,4,12,190,12,19,42,12,11,19,11,42,22,5,7,8,7,8,7,9,10,11,9,1,12,6,6,17,10,12,137,158,156,32,124,22,4,143,3,3,84,118,246,186,3,19,209,22,4,85,98,0
fuzz_2509.v,15,2,19,3,7,36,4,2,7,2,3,9,2,5,2,1,1,1,1,1,0,0,0,1,0,0,1,2,3,2,2,1,31,41,19,0,19,2,0,0,3,3,33,31,43,62,3,18,77,15,3,44,15,0
fuzz_2341.v,20,5,32,3,7,35,2,6,6,2,2,2,4,7,4,0,2,2,1,1,2,1,1,4,1,0,0,1,3,5,0,3,30,41,31,0,31,5,0,0,2,2,26,27,83,59,1,12,76,15,3,38,20,0
fuzz_6130,201,51,264,6,10,268,21,23,60,25,23,23,12,55,26,16,22,13,6,12,12,9,25,10,15,11,12,6,13,23,10,13,247,255,320,71,249,51,11,211,5,5,139,236,431,301,7,33,334,34,6,93,201,0
fuzz_3025.v,16,5,27,1,3,21,1,0,6,2,0,0,5,2,5,0,0,1,3,1,2,0,0,0,0,3,3,0,2,2,0,1,23,22,27,0,27,5,0,0,0,0,16,29,43,27,0,0,33,5,1,11,16,0
fuzz_2202.v,22,8,35,4,5,37,4,3,10,2,6,5,2,4,1,0,6,2,0,1,1,2,2,3,2,1,1,1,3,4,0,1,39,46,33,0,33,8,0,0,4,4,26,39,57,71,1,24,94,20,4,48,22,0
fuzz_6551,261,66,342,8,17,317,23,33,74,35,25,30,27,48,22,11,32,13,14,18,15,7,28,18,14,20,16,14,19,30,9,18,269,359,416,88,328,66,15,291,8,8,204,317,521,420,8,53,465,45,8,151,261,0
fuzz_2804.v,30,12,57,3,6,43,2,2,12,2,5,5,4,8,3,4,3,2,4,1,1,3,4,0,4,1,2,2,4,3,4,1,55,52,53,0,53,12,0,0,2,2,29,50,112,71,2,12,87,15,3,39,30,0
fuzz_5756,281,67,370,5,14,335,30,21,65,38,36,40,29,53,23,15,27,22,14,19,20,13,33,18,16,18,19,23,20,21,11,26,332,343,454,100,354,67,12,322,4,4,191,291,647,379,4,26,408,28,5,94,281,0
fuzz_6217,273,69,352,5,12,354,31,40,51,31,33,39,21,61,47,12,34,16,16,20,14,20,33,14,15,17,22,13,24,27,14,21,323,321,441,104,337,69,15,290,4,4,201,305,607,359,6,27,386,28,5,80,273,0
fuzz_3334,442,12,222,9,19,474,23,36,114,39,45,53,32,97,35,19,144,19,22,23,22,21,133,29,14,24,25,22,29,43,24,21,397,535,581,373,208,12,119,0,10,10,259,371,772,599,5,64,652,49,9,152,442,0
fuzz_5690,215,48,268,6,11,310,31,27,62,30,29,23,22,49,37,19,14,11,16,14,15,14,18,18,16,13,9,17,14,35,17,11,285,286,331,79,252,48,10,263,5,5,177,218,454,330,7,31,361,32,6,108,215,0
fuzz_656.v,15,7,31,4,3,51,0,7,10,6,5,3,8,10,2,2,2,1,2,1,1,2,3,2,2,3,4,3,1,5,4,1,50,47,29,0,29,7,0,0,3,3,30,42,79,71,1,18,94,20,4,55,15,0
fuzz_2233.v,22,8,39,4,8,70,12,6,17,8,6,9,4,4,4,0,2,4,3,7,2,6,0,2,2,4,4,2,3,4,1,2,75,61,37,0,37,8,0,0,5,5,33,50,129,88,2,30,110,20,4,64,22,0
fuzz_1415.v,16,5,28,3,4,23,2,3,3,3,2,4,1,4,1,1,0,0,1,2,1,1,2,1,1,0,0,1,0,3,1,0,17,31,27,0,27,5,0,0,3,3,13,30,50,49,0,18,67,15,3,33,16,0
fuzz_870.v,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,11,0,0,0,0,0,0,1,1,6,4,5,22,0,6,34,10,2,22,0,0
fuzz_5988,551,138,703,9,28,690,53,61,164,58,53,52,57,130,62,28,49,31,38,33,22,30,49,24,24,32,32,35,36,60,22,29,638,647,859,180,679,138,21,632,8,8,380,568,1168,708,5,50,760,48,9,152,551,0
fuzz_2145.v,7,2,9,1,2,7,2,0,3,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,3,10,9,0,9,2,0,0,0,0,3,5,20,15,0,0,21,5,1,8,7,0
fuzz_5080,387,98,511,7,16,460,49,37,93,36,50,42,45,66,42,26,53,22,21,15,30,28,43,28,23,26,26,27,15,51,28,22,458,471,638,150,488,98,24,473,6,6,258,420,862,521,4,40,564,40,7,130,387,0
fuzz_5475,398,108,541,7,20,457,41,35,96,35,35,49,42,83,41,19,36,17,17,18,22,26,28,25,24,23,24,16,19,49,24,28,402,470,655,138,517,108,14,448,8,8,260,406,811,524,5,55,567,41,7,121,398,0
fuzz_579.v,0,0,1,1,0,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,6,1,5,10,0,0,16,5,1,10,0,0
fuzz_7851_bug,720,62,401,6,31,675,59,68,134,57,60,62,50,116,69,37,183,29,38,36,38,40,200,44,32,41,39,26,36,63,31,33,709,762,1018,649,369,62,148,134,8,8,430,690,1320,810,6,52,844,34,6,84,720,1
fuzz_7899_bug,1529,119,838,8,61,1400,110,114,304,133,126,120,124,247,122,81,433,72,56,68,73,68,427,74,68,63,79,60,62,140,63,75,1364,1604,2245,1475,770,119,353,237,9,9,823,1364,2681,1667,11,59,1707,43,8,127,1529,1
fuzz_5705,144,37,195,2,3,156,11,13,28,14,17,13,13,33,14,6,24,4,2,3,7,6,13,3,6,13,2,8,5,20,7,4,150,166,237,48,189,37,8,148,1,1,91,153,302,181,2,7,193,12,2,35,144,0
fuzz_176.v,16,5,25,1,4,17,3,0,6,2,0,2,1,2,1,0,0,0,1,1,0,0,0,0,3,1,0,1,0,1,0,0,14,19,22,0,22,5,0,0,0,0,15,14,30,25,1,0,30,5,1,8,16,0
fuzz_3650,201,7,101,6,9,211,25,21,43,17,19,15,21,36,14,14,59,11,12,11,9,15,61,10,4,16,10,10,12,17,10,5,207,277,273,176,97,7,51,0,6,6,143,220,431,320,3,41,357,34,6,116,201,0
fuzz_2114.v,6,1,8,4,3,33,2,4,7,3,1,5,4,4,3,2,1,0,1,2,3,1,2,1,1,1,1,1,2,7,2,2,29,47,7,0,7,1,0,0,4,4,27,29,55,74,3,24,95,20,4,65,6,0
fuzz_6937,490,112,583,10,24,557,51,62,137,35,36,45,56,89,46,26,58,27,28,34,26,31,58,41,28,26,33,35,31,64,27,29,574,582,730,175,555,112,32,503,11,11,351,547,1049,658,11,72,711,54,10,157,490,0
fuzz_4889,308,72,374,5,15,364,36,33,85,32,30,24,27,63,34,18,28,13,14,16,14,18,25,18,17,17,17,13,20,35,18,21,356,372,458,101,357,72,11,331,4,4,213,344,658,408,5,26,435,27,5,95,308,0
fuzz_547.v,18,3,29,4,6,42,1,8,9,3,1,4,4,4,8,1,2,0,2,2,1,1,3,0,2,2,1,1,2,2,1,3,32,44,27,0,27,3,0,0,3,3,20,33,63,69,2,18,91,20,4,49,18,0
fuzz_6772,7,1,7,1,1,18,1,2,3,1,0,1,2,5,3,0,2,1,3,0,0,1,2,0,1,1,0,0,1,1,0,0,13,13,10,4,6,1,1,10,0,0,8,10,28,19,1,0,24,5,1,11,7,0
fuzz_1774.v,14,8,33,4,3,52,4,4,12,5,8,5,4,7,3,3,1,2,3,3,3,2,0,2,3,2,1,2,1,6,3,1,58,53,30,0,30,8,0,0,3,3,42,43,111,78,2,18,100,20,4,62,14,0
fuzz_5049,287,74,381,7,17,404,28,32,98,45,36,35,33,66,31,16,32,18,16,21,18,16,32,17,22,18,23,19,15,43,25,22,398,374,458,99,359,74,14,372,8,8,244,337,675,429,8,54,467,39,7,134,287,0
fuzz_4897,363,88,456,6,16,435,34,35,95,34,42,43,37,80,35,21,52,15,30,23,25,20,47,18,14,25,21,16,28,44,26,28,400,423,575,133,442,88,24,406,6,6,253,409,784,466,4,40,501,33,6,99,363,0
